twsentiment,text
positive,"Who won the #GOPDebates ? I'd say it's between Carson, Cruz, and Trump."
positive,"Lol, fun! Aghhh I'm pumped! This is a nerds favorite sport!! #GOPDebates"
neutral,"#FOXNEWS  right for a Change: #GOPdebates

THey ALL did well.  Each had their Moments.   REFRESHING  PHILOSOPHIES &amp; PLANS for AMERICA"
negative,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…
neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,"@exjon @redsteeze OR, if you’re @deppisch listening to #GOPDebates - https://t.co/vjIzzELJkY …"
negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
neutral,#gopdebates are over. Go vote for America. #teamusa  http://t.co/2QrcwbqLiu
positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
neutral,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates
negative,"So we r clear GOP hates women, people of color, immigrants, the LGBTQ community, and non-Christians. Am I missing anybody?!? #GOPDebates"
negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
neutral,"Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates"
negative,"RT @Aroww333: There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&amp;-so"" #CanIGetAnA…"
positive,"Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio."
neutral,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
neutral,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
negative,"RT @nonsequiteuse: If you don't want alcohol poisoning from the #GOPDebates, play #YouHateIDonate instead. Pick a cause &amp; when the GOP hate…"
neutral,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
negative,"GOP Closing Statements:

FEAR, FEAR, FEAR, GOD, FEEEEEEEAAAAAARRR!

Thanks, Obama.

#GOPdebates"
negative,Weak #GOPDebates #GOPDebate
negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
positive,In the #GOPDebates ...@CarlyFiorina &amp
neutral,This is making me even more depressed that Jon Stewart is leaving.... He needs to do debate special shows. #GOPDebates
negative,"If America is in such horrible shape, why are ""the illegals"" trying so hard to get in? #GOPDebates"
negative,"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…"
negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
neutral,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates
negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
negative,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…"
negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
negative,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates
negative,RT @thejojophoto: Not Usually In To Politics...But This Is Good Entertainment #GOPDebates
negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
neutral,"Wait. There were two #GOPdebates? Twitter, I am very confused."
negative,These people cannot run our country. I am literally afraid that they will. That cannot happen. #GOPDebates
negative,"That's a qualification? #reaching #GOPdebates #shevotes RT @ninatypewriter: ""I'm the only one that separates Siamese twins."" ~Dr. Ben Carson"
negative,Mike Huckabee and Bartles &amp
negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
neutral,"When all your friends are comedians, following the #GOPDebates is the FUNNEST!"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,"#GOPDebates.. It was fun but I really think I became more stupider.

Dear world.. please realize that most of us aren't that dumb."
neutral,Stuck at work until 9. Can't wait to go home &amp
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
negative,#GOPDebates I also think Rand Paul is toast
negative,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates
negative,It's official. Worst debate ever. #goodgrief #GOPDebates #Bernie2016
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
negative,I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
negative,"IT IS OVER!!!!  Doubt I""ll be able to take many more  #GOPDebates.  Not enough popcorn in the universe!  Onto the #DailyShow. #minnows"
negative,"There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&amp;-so"" #CanIGetAnAmen #GOPDebates"
negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,"That was entertaining, only because I have seen them in action first hand. Congress is out of touch &amp; so are all the contenders. #GOPDebates"
neutral,This is the part where political reporters get crazy looking for who touches who. #MediaIdiocy #GOPDebates
positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
neutral,"""We don't have time for [PC] 'tone,' we've got to go out there and get the job done."" -@realDonaldTrump #GOPDebates 🇺🇸 &lt; can't dispute that."
neutral,"It'll be interesting to see how the polls shuffle, if at all, as a result of the undercard and main #GOPDebates."
positive,RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates
negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…"
neutral,Some great tweets by David Limbaugh during the #GOPDebates http://t.co/oY2dPyIzXk
positive,My 5 Faves from #GOPDebates In no particular order: #Cruz #Carson #Rubio #Huckabee #Fiorina
negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
positive,"Great app for watching the debates, thanks Fox News. Please add an option to rate the moderators! #GOPdebates  @Foxnews"
negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…"
negative,"RT @SupermanHotMale: Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates"
positive,"RT @kwrcrow: Even after biased attacks by @FoxNews, @realDonaldTrump wins #GOPDebates."
negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
negative,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6
negative,RT @jordiemojordie: YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates
negative,And the winner is... The Koch Brothers #GopDebates
negative,"Considering #FoxNews bias, the #GOPDebates did help to delineate the candidates! The differences are more clear now.
#libertarian"
negative,I can't wait for Hillary Clinton to put the #GOP on blast during the Presidential debates! That woman got big cojones! #GOPdebates
negative,"Aw, @JebBush, you can totes come over later for a good cry. I GOTCHU BOO. 👭 #GOPDebates"
positive,#GOPDebates I'll be surprised if @JohnKasich doesn't jump into the top 5 after tonight
negative,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
positive,"I'm interested to see if Carly Fiorina, Ben Carson and Mike Huckabee pick up steam.  Everyone came out unscathed in these #GOPDebates"
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
positive,Hahahahah this commentary is the best. #GOPDebates
negative,I think we're going to run out of beer. #GOPDebates
negative,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
neutral,"""WE'RE A NATION OF LOSERS. EXCEPT ME, I MADE MONEY."" --Trump #GOPDebates"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates
positive,"Even after biased attacks by @FoxNews, @realDonaldTrump wins #GOPDebates."
neutral,"RT @monaeltahawy: Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates"
neutral,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…
negative,So unclear if I just watched a church convention or a political debate. #GOPDebates
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
negative,To think we have more #GOPDebates to come. I can't take anymore more. #GOPDebate
negative,"RT @PuestoLoco: .@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morning…"
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
negative,@KHOU @JebBush #GOPDebates he looks down on the base
positive,That was a wildly entertaining Television spectacle. #GOPDebates
negative,Don't like how much time is being spent attacking Clinton &amp
negative,"RT @SupermanHotMale: Rand Paul, I'm a different kind of republican... yes, you are an sos pad dickhead. #Gopdebates"
negative,"Prolife gun owners who believe in death mentality, War and God #GOPDebates"
positive,Carly Fiorina made the point that she will be able to attack Hillary Clinton.  Love it.  She is unafraid.  #GOPDebates
negative,Hopefully the next debates will be better this was meh #GOPDebates
negative,Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates
positive,Ohio Governor John Kasich you are currently the man. #GOPDebates #Kasich #O-H
negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…"
neutral,"Female anchor count: 2 
Female blonde anchor count: 2

#GOPDebates"
negative,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
neutral,Trump: I WILL DO ALL OF THE POINTS #GOPDebates
negative,"Trump: ""Our vets need to be taken care of"" – except John McCain, that loser! #GOPdebates"
negative,"RT @SupermanHotMale: Rand Paul, I'm a different kind of republican... yes, you are an sos pad dickhead. #Gopdebates"
negative,What ever happened to the answers to how they were gonna take care of vets? #GOPDebates
positive,Rand Paul and Marco Rubio seem like viable options. #GOPdebates
neutral,"Donald Trump: ""We should just not import things."" #GOPDebates"
negative,RT @jutne5: Anyone but Rand Paul... #GOPDebates
neutral,I just came back from Wisconsin and yeah...no. #GOPDebates
positive,I LOVE ice cream! #christie gets my vote! #GOPDebates #icecream #election2016 #pinocchio
negative,"RT @PuestoLoco: .@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morning…"
neutral,"RT @monaeltahawy: Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates"
negative,"According to Huckabee the military is for ""killing people and breaking things."" America's problems suddenly make sense... #GOPDebates"
negative,None of them handled snakes. None of them spike in tongues. The #GOPClownCar hates evangelicals. #GOPDebates
neutral,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
neutral,"Trump closing statement. ""We suck."" #GOPdebates"
neutral,RT @Yelp: I wish I could make a closing statement but my mouth is full of tacos ¯\_(ツ)_/¯. #GOPDebates @Eat24 #HolaDonald
neutral,"He said ""wedge issue"". #GOPDebates #uhhuhhuh"
negative,RT @cloudypianos: I'm just waiting for them all to accidentally eat each other #GOPDebates
neutral,"RT @tylertronson: God told me to be president. So, like, I guess I'm going to go be president, or whatever. #GOPDebates"
negative,Was anyone else expecting Trump to say something super racist when he mentioned China and Japan? #GOPDebates
negative,HA! Hahahahahaha! Ha ha ha ha!  .@RealDonaldTrump was beat up and got his ass handed to him BY A WOMAN - .@MegynKelly FTW!!! #GOPdebates
positive,"Total #SmackDown DC having half a brain, best line #GOPDebates.
#WORD to your Muther @OneToughMutherK"
negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates
negative,How is surviving a recall like a badge of honor? Like shut up. #GOPDebates
negative,"Marco Rubio's campaign slogan needs to be ""from bar back to president"" #GOPDebates"
negative,"Every time they say ""wedge issues"" I think they mean wedgies #GOPDebates"
positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
neutral,#GOPdebates bash Hillary night slick Willy is lovin it
negative,"Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe https://t.co/cNSR5CHHAL"
neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,"RT @SupermanHotMale: Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates"
positive,Cruz:  New Sheriff in town.  Nice summary.  He cherishes freedom - your freedom.  #GOPDebates
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
negative,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful
negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates
positive,"I'm loving @tedcruz and @RealBenCarson 's closing statements. I hate they didn't get a lot of questions, tho. 
#GOPDebates"
negative,"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
negative,RT @kerrydiaries: Honestly not sure if I'm watching Mean Girls or #GOPDebates ?? Do you even go here??
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,@JebBush didn't have to tell us what his Daddy did for a living. #FoxDebate #GopDebates
negative,We don't win anymore? Is this the playground? #GOPDebates
negative,We don't win anymore? Freedom won several weeks ago! #GOPDebates
negative,Santorum said he wants to make America the #1 manufacturing country.  Manufacturing is 20th century thinking. We need high tech. #GOPDebates
positive,"'It wasn't too late for Wisconsin, it's not too late for America. Oh, and pass the cheese'. Scott Walker. #GOPDebates"
neutral,I've been using the wrong hashtag! #GOPDebates #GOPDebate
neutral,"RT @KyleAlexLittle: ""I don't know why the fuck I'm here""- Rand Paul #GOPDebates"
negative,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,Reminder: Bush #GOPDebates you run FLORIDA
negative,Anyone but Rand Paul... #GOPDebates
positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
negative,Republican candidates: All of our states are awesome. But for some reason not enough to stop country from sucking #GOPdebates
negative,RT @Lattisaw: No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues…
neutral,Ehh I'll say 1. Rubio 2. Trump 3. Walker 4. Kasich 5. Bush 6. Cruz 7. Carson  8. Christie 9. Huckabee     10. Rand Paul  #GOPDebates
neutral,"Retweeted Shawn Drury (@ShawnDrurySC):

Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates"
neutral,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
negative,Wow look at all the diversity in the GOP!  #GOPDEBATES
negative,Huckabee is such a card.  #Gopdebates #VoteYall
neutral,Bush's closing statement provided by Moody's. #GOPDebates
negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
negative,".@thepoliticalcat
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe"
neutral,"RT @heyLFJ: Well, would ya look at that! Women.are.watching. #GOPdebates  https://t.co/1mtTUG98Ch"
neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
negative,#Bush is an idiot.... Sadly the idiot brother ran first.... #GOPDebates
negative,"Did Scott Walker say he had a wife, two kids and a harlot? #GOPDebates #FoxDebates #ClownCarChronicles"
negative,"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates"
negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
negative,"RT @BrendanKKirby: If @JohnKasich hasn't wrapped up the mailman vote by the end of this debate, he ought to drop out. #GOPdebates #LZDebates"
negative,Fox Debate commentators should be ashamed for the way they've treated Trump! #GOPdebates
positive,"Dr. Carson remark on DC having half a brain, best line #GOPDebates."
negative,#gopdebates @Govmikehuckabee Have you no shame? U ever gone back  looked at the words you learned at seminary u know not bear false witness
neutral,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
negative,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…"
positive,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
negative,Shout out to Bernie Sanders for slipping under the radar of these democrat jokes #GOPDebates
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,"RT @BlkPoliticSport: The Fox debate did not address the Voting Rights Act, Voter Suppression, Voter ID laws.  No surprise there at all.  #G…"
negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
positive,"""I'll be my best to do that"" #GOPDebates"
negative,"RT @steven_br: God blessed our country, the Republican candidates....but NOT them democrats. -Rubio #Paraphrase #GOPDebates you... http://t…"
neutral,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
neutral,Walter refused to mention the Bucks. #GOPdebates
negative,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
neutral,@HillaryClinton they comin for you girl #GOPDebates
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
negative,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,"Unless you're talking about our schools, air quality, water quality... #Kasich #GOPDebates  https://t.co/znljf0zJd9"
neutral,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
positive,Why watch 10 contenders debate when you can just watch Megyn Kelly? #GOPdebates
negative,".@waltb31 @EricBoehlert @PeterHamby
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #ObviousAsHell"
neutral,"Well, would ya look at that! Women.are.watching. #GOPdebates  https://t.co/1mtTUG98Ch"
neutral,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
negative,"#gopdebates @chrischristie putting 'terrorists' in jail, means locking up college students for calling vivisectors delusional. #count28"
negative,"RT @BlkPoliticSport: The Fox debate did not address the Voting Rights Act, Voter Suppression, Voter ID laws.  No surprise there at all.  #G…"
negative,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates"
neutral,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp
neutral,".@WMUR9_Politics Before running for POTUS, GOP candidates praised @HillaryClinton's Sec Of State Tenure  https://t.co/J9oEBXYGof #gopdebates"
positive,"Carson getting in some zingers at the end. Not riding for him at ALL, but I'll give him credit for being a medical trailblazer. #GOPDebates"
neutral,Is that Ben Carson or Johnny Carson? #GOPDebates
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
negative,Freedom isn't free...did Ben Carson just go all Team America on this shit? #GOPDebates
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
negative,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful
neutral,Ben Carson's was determined to get that joke out #GOPDebates
positive,RT @Lisa_Luerssen: The worst debate in the history of Republican debates!! Thank You Senator Ted Cruz for what time you had to debate! #GOP…
neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
neutral,RT @Swoldemort: Now for your closing statements. Who is your daddy and what does he do? #GOPDebates http://t.co/pQeHfiFWLC
negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
neutral,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,"Literally I'm still pissed about the whole gay marriage issue. It's constitutional, please leave it at that, Republicans #GOPDebates"
positive,#bencarson went hard at the end and busted in the #gopdebates face
negative,"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…"
negative,Now Ben Carson wants to try and be interesting.  #GOPDebates
negative,#BenCaraon is dull and an embarrassment to ANY PERSON of color #GOPDebate #GOPDebates
neutral,@MichelleMacFNC @CarlyFiorina won both debates. #GOPDebates
negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
positive,That neuroscience shaaaade tho. Omg i wanna throw shade like that please @RealBenCarson #GOPDebates
positive,"@tedcruz gets my vote after tonight, but Dr. Carson is a very close second. #GOPdebates"
negative,LOL #bencarson #GOPDebates but seriously you didn't answer the question
positive,#GOPDebates Dr Ben is damn funny!
positive,RT @damongiles1973: Thank you Cruz!  Finally someone who pledges to reverse every Obama executive order day 1. Why is this so hard? #GOPDeb…
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
positive,Ben Carson rocks out the final thoughts!!!!! #GOPDebates #GOPDebate
neutral,"I disagree but defend your right to your own opinion. Vive la difference!!
#GOPDebates @realDonaldTrump  https://t.co/kDbT7xfeUH"
negative,"RT @jsc1835: No, Scott Walker, you didn't ""lash"" out at the protesters in Wisconsin... You just had them arrested.  #GOPDebates"
negative,Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates
negative,"I want one of these white, and basically white men to just say-I'm rich,hella rich,I hate gays, blks and poor people VOTE FOR ME #GOPDebates"
negative,"Is Ted Cruz's slogan ""If you hate Obama, vote for me""? Because boy is he pushing it #GOPDebates"
negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
negative,"Ted Cruz ""undo all the Obama shit because"" smh #GOPDebates"
negative,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz
negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
negative,Twist! Carly Fiorina just ATE CHRIS CHRISTIE #GOPDebates
negative,Ted Cruz couldn't be president of his own tree fort #GOPDebates
negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
negative,Ted Cruz needs to find a suit that fits. #GOPDebates
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
negative,#GOPDebates Cruz going to persecute religious liberty? Cool?
negative,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
negative,"God said ""I'm G.O.D. not G.O.P, idiots. Leave me outta this."" #GOPDebates"
negative,@BenCarson2016 and these zingers. Go away. #GOPDebates
positive,Thank you Cruz!  Finally someone who pledges to reverse every Obama executive order day 1. Why is this so hard? #GOPDebates
negative,"@megynkelly Why were there absolutely no questions on the jobs or economy? @FoxNews that's what is polling the highest, right? #GOPDebates"
neutral,Moments from #GOPDebates - God and nothing else comes close.
negative,RT @annleary: When did it become acceptable to have God be a topic in political debates in this country?  #GOPDebates #shameful
negative,Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates
neutral,Now for your closing statements. Who is your daddy and what does he do? #GOPDebates http://t.co/pQeHfiFWLC
negative,RT @mandy_velez: So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GO…
negative,#GOPDebates none of them answered any questions directly.
negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
positive,"RT @steven_br: God blessed our country, the Republican candidates....but NOT them democrats. -Rubio #Paraphrase #GOPDebates you... http://t…"
negative,Is this a pity party? #GOPDebates
